id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_principal,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,latitude,longitude,total_vitimas,n_mortos,n_feridos_graves,n_feridos_leves,n_ilesos,n_ignorados,indice_gravidade,gravidade_cat,tracado_simplificado,pista_tipo,area_tipo,clima_adverso,periodo_dia,municipio_clean,mca_dim_1,mca_dim_2,mca_dim_3,mca_dim_4,mca_dim_5,cluster
589941,2024-03-26,terça-feira,21:40:00,GO,40,"72,5 ",CRISTALINA,Sim,Sinalização mal posicionada,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Desvio Temporário,Não  ,-16.615897,-47.756002,4.0,0.0,2,2,0,0,6,Grave,Reta,Simples,Rural,Adverso,Noite,CRISTALINA,-0.09942673119703624,-0.25102213185440014,-0.5767084362362199,-0.36918610794013423,0.3227352514096817,1
590111,2024-03-27,quarta-feira,15:20:00,GO,20,"63,9 ",FORMOSA,Não,Carga excessiva e/ou mal acondicionada,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Curva;Declive,Não  ,-15.220887,-47.160679,80.0,0.0,16,16,16,32,48,Grave,Curva,Simples,Rural,Normal,Dia,FORMOSA,0.10885167165284698,-0.7198083500905791,0.5638032046375983,-0.1985221559672405,1.1663176979817227,9
590167,2024-03-27,quarta-feira,20:30:00,DF,70,4    ,BRASILIA,Não,Acumulo de água sobre o pavimento,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Reta,Sim  ,-15.798115,-48.089317,16.0,0.0,0,4,0,12,4,Leve,Reta,Simples,Urbana,Adverso,Noite,BRASILIA,-0.24777323756972347,0.32782082028064846,-0.44333940891357887,0.1731225819046107,-0.4045238846104424,8
590782,2024-03-30,sábado,18:55:00,GO,60,8    ,SANTO ANTONIO DO DESCOBERTO,Sim,Acumulo de areia ou detritos sobre o pavimento,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Aclive,Não  ,-16.100354,-48.28663,4.0,0.0,0,1,2,1,1,Leve,Inclinacao,Simples,Rural,Adverso,Noite,SANTO ANTONIO DO DESCOBERTO,0.7415514868175157,0.3737637926691428,-0.6859396539892678,0.1719833886787901,-0.15132704155360036,2
590820,2024-03-30,sábado,22:15:00,DF,70,"9,6  ",BRASILIA,Sim,Iluminação deficiente,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,Sim  ,-15.784615,-48.132023,4.0,0.0,1,0,2,1,2,Grave,Reta,Simples,Urbana,Normal,Noite,BRASILIA,-0.8948101067144291,-0.5337234574234115,-0.43402025338026795,-0.19165309748324044,0.13160651984343805,1
590860,2024-03-31,domingo,01:00:00,GO,20,24   ,FORMOSA,Não,Reação tardia ou ineficiente do condutor,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Curva;Declive,Não  ,-15.54017,-47.142769,25.0,0.0,0,10,15,0,10,Leve,Curva,Simples,Rural,Normal,Noite,FORMOSA,0.5089576474731212,-0.6248467487581987,0.11171063523213046,0.31477910432275763,0.17418512584800983,3
591330,2024-04-02,terça-feira,07:35:00,GO,70,3    ,AGUAS LINDAS DE GOIAS,Não,Reação tardia ou ineficiente do condutor,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Múltipla,Reta,Sim  ,-15.761773,-48.2368693,24.0,0.0,0,12,12,0,12,Leve,Reta,Multipla,Urbana,Adverso,Dia,AGUAS LINDAS DE GOIAS,-0.30965213660780766,0.570843582269173,0.11489864713983966,0.14635433228797215,-0.02262736384566955,8
591461,2024-04-02,terça-feira,20:00:00,DF,70,6    ,BRASILIA,Sim,Acesso irregular,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,Não  ,-15.791242,-48.105759,6.0,0.0,0,6,0,0,6,Leve,Reta,Multipla,Rural,Normal,Noite,BRASILIA,-0.07000944677736169,-0.4365976829166499,-0.35509830740700743,0.23910423401873382,-0.361606446874318,1
591633,2024-04-03,quarta-feira,20:50:00,DF,70,5    ,BRASILIA,Sim,Acumulo de água sobre o pavimento,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Reta,Sim  ,-15.794656,-48.096779,3.0,0.0,0,1,2,0,1,Leve,Reta,Simples,Urbana,Adverso,Noite,BRASILIA,-0.24777323756972347,0.32782082028064846,-0.44333940891357887,0.1731225819046107,-0.4045238846104424,8
591828,2024-04-04,quinta-feira,21:48:00,DF,20,"42,8 ",BRASILIA,Não,Manobra de mudança de faixa,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Aclive;Reta,Não  ,-15.579221,-47.494339,75.0,0.0,15,0,30,30,30,Grave,Inclinacao,Simples,Rural,Normal,Noite,BRASILIA,0.09451461767281016,-0.48778048503491717,-0.6766204984559568,-0.19279229070906104,0.38480336290028005,4
592313,2024-04-07,domingo,01:09:00,DF,70,17   ,BRASILIA,Sim,Condutor deixou de manter distância do veículo da frente,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Ignorado,Dupla,Reta,Sim  ,-15.794133,-48.202095,12.0,0.0,0,12,0,0,12,Leve,Reta,Simples,Urbana,Adverso,Noite,BRASILIA,-0.24777323756972347,0.32782082028064846,-0.44333940891357887,0.1731225819046107,-0.4045238846104424,8
592939,2024-04-09,terça-feira,19:25:00,DF,80,11   ,BRASILIA,Não,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Sim  ,-15.7309205,-48.1815827,2.0,0.0,0,2,0,0,2,Leve,Reta,Simples,Urbana,Normal,Noite,BRASILIA,-0.556583029932239,-0.19573909410250648,-0.32787476673231714,0.29487991319011914,-0.478629531525502,1
593098,2024-04-10,quarta-feira,15:10:00,DF,20,"6,3  ",BRASILIA,Não,Avarias e/ou desgaste excessivo no pneu,Colisão com objeto,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Curva;Declive;Retorno Regulamentado,Sim  ,-15.665888,-47.808308,8.0,0.0,0,0,8,0,0,Sem_Lesoes,Curva,Simples,Urbana,Adverso,Dia,BRASILIA,0.19966896038812848,0.7645827516813343,0.802816462070101,-0.641132362117833,0.4508293471475808,0
594167,2024-04-15,segunda-feira,14:50:00,GO,60,50   ,ABADIANIA,Não,Falta de elemento de contenção que evite a saída do leito carroçável,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Declive;Curva,Não  ,-16.1625,-48.624,18.0,0.0,0,6,12,0,6,Leve,Curva,Simples,Rural,Normal,Dia,ABADIANIA,0.44707874843503703,-0.381823986769674,0.669948691285549,0.2880108547061191,0.5560816466127827,3
594304,2024-03-19,terça-feira,10:35:00,DF,20,"11,4 ",BRASILIA,Sim,Manobra de mudança de faixa,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.64654,-47.766422,12.0,0.0,6,0,6,0,12,Grave,Reta,Simples,Urbana,Normal,Dia,BRASILIA,-0.9566890057525133,-0.2907006954348869,0.12421780267315062,-0.21842134709987898,0.5135030406082108,5
594980,2024-04-19,sexta-feira,15:00:00,DF,251,56   ,BRASILIA,Não,Falta de elemento de contenção que evite a saída do leito carroçável,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não  ,-15.9832031,-47.9444851,9.0,0.0,0,9,0,0,9,Leve,Curva,Simples,Rural,Normal,Dia,BRASILIA,0.44707874843503703,-0.381823986769674,0.669948691285549,0.2880108547061191,0.5560816466127827,3
595656,2024-04-22,segunda-feira,09:00:00,GO,60,24   ,ALEXANIA,Não,Acesso irregular,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Aclive;Retorno Regulamentado,Não  ,-16.0963,-48.5202,18.0,0.0,0,6,6,6,6,Leve,Inclinacao,Simples,Rural,Normal,Dia,ALEXANIA,0.370862795416916,0.09322664027451247,-0.012236955754587489,0.26697247034766003,0.15646383229611288,8
595763,2024-04-22,segunda-feira,21:20:00,DF,60,4    ,BRASILIA,Não,Pista Escorregadia,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.892721,-48.095741,6.0,0.0,0,6,0,0,6,Leve,Reta,Simples,Urbana,Normal,Noite,BRASILIA,-0.556583029932239,-0.19573909410250648,-0.32787476673231714,0.29487991319011914,-0.478629531525502,1
595859,2024-04-23,terça-feira,14:40:00,GO,70,7    ,AGUAS LINDAS DE GOIAS,Não,Condutor deixou de manter distância do veículo da frente,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Curva,Sim  ,-15.7437553,-48.2677971,12.0,0.0,6,0,6,0,12,Grave,Curva,Simples,Urbana,Normal,Dia,AGUAS LINDAS DE GOIAS,-0.3777219115020304,-0.4789497612764356,0.5910267453122885,-0.14274647679585517,1.0492946133305388,9
595885,2024-04-23,terça-feira,16:50:00,GO,20,39   ,FORMOSA,Não,Desvio temporário,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta;Aclive,Não  ,-15.419437,-47.098999,14.0,0.0,0,2,2,10,2,Leve,Inclinacao,Simples,Rural,Normal,Dia,FORMOSA,0.370862795416916,0.09322664027451247,-0.012236955754587489,0.26697247034766003,0.15646383229611288,8
595936,2024-04-23,terça-feira,21:07:00,DF,20,13   ,BRASILIA,Sim,Acumulo de água sobre o pavimento,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Reta;Declive,Sim  ,-15.638752,-47.749599,27.0,0.0,0,27,0,0,27,Leve,Inclinacao,Simples,Urbana,Adverso,Noite,BRASILIA,0.2549779036626384,0.6146223814832862,-0.6587161133145775,0.22775906785017544,-0.2683501262047844,2
596960,2024-04-28,domingo,15:35:00,GO,40,"8,6  ",LUZIANIA,Sim,Acesso irregular,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Retorno Regulamentado;Reta,Sim  ,-16.131158,-47.957739,12.0,0.0,3,3,3,3,9,Grave,Reta,Simples,Urbana,Normal,Dia,LUZIANIA,-0.9566890057525133,-0.2907006954348869,0.12421780267315062,-0.21842134709987898,0.5135030406082108,5
597079,2024-04-28,domingo,22:20:00,GO,414,332  ,COCALZINHO DE GOIAS,Sim,Acumulo de água sobre o pavimento,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Declive;Curva,Não  ,-15.580993,-48.628662,1.0,0.0,0,1,0,0,1,Leve,Curva,Simples,Rural,Adverso,Noite,COCALZINHO DE GOIAS,0.8177674398356367,-0.10128683437504378,-0.0037540069491312825,0.19302177303724918,0.2482907727630695,3
599147,2024-05-08,quarta-feira,20:00:00,GO,40,"129,7",CRISTALINA,Não,Velocidade Incompatível,Capotamento,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não  ,-16.900374,-47.353735,64.0,16.0,0,32,16,0,96,Fatal,Reta,Simples,Rural,Normal,Noite,CRISTALINA,0.3246249617389011,-0.8553355329083462,-0.8301651117373243,-0.275873531807147,-0.14673216167842174,4
599742,2024-05-11,sábado,10:57:00,DF,70,5    ,BRASILIA,Sim,Acesso irregular,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não  ,-15.794656,-48.096779,1.0,0.0,0,1,0,0,1,Leve,Reta,Simples,Rural,Normal,Dia,BRASILIA,-0.1318883458154459,-0.19357492092812537,0.20313974864641113,0.21233598440209525,0.02029007389045485,5
599835,2024-05-11,sábado,19:30:00,GO,40,22   ,LUZIANIA,Não,Velocidade Incompatível,Capotamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim  ,-16.227484,-47.914109,24.0,0.0,16,0,0,0,48,Grave,Reta,Simples,Urbana,Normal,Noite,LUZIANIA,-0.8948101067144291,-0.5337234574234115,-0.43402025338026795,-0.19165309748324044,0.13160651984343805,1
600094,2024-05-12,domingo,17:40:00,GO,414,376  ,COCALZINHO DE GOIAS,Sim,Acesso irregular,Colisão transversal,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Dupla,Reta;Declive,Sim  ,-15.8168199,-48.7801857,4.0,0.0,0,2,1,1,2,Leve,Inclinacao,Simples,Urbana,Normal,Transicao,COCALZINHO DE GOIAS,0.259350916737339,-0.08173921876903859,0.4631035242061423,0.4584119685477508,-0.8746000189329088,3
600095,2024-05-12,domingo,18:40:00,GO,60,"45,3 ",ALEXANIA,Não,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Fatais,Plena Noite,Crescente,Ignorado,Dupla,Reta;Aclive,Não  ,-16.1324,-48.5977,124.70000000000022,29.750000000000085,0,0,105,70,126,Fatal,Inclinacao,Simples,Rural,Adverso,Noite,ALEXANIA,1.1361858953337785,-0.04497405732255352,-1.1610064583195847,-0.34299437714709075,0.06354724364229591,4
600381,2024-05-14,terça-feira,02:00:00,GO,60,46   ,ALEXANIA,Não,Falta de elemento de contenção que evite a saída do leito carroçável,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Curva;Aclive,Não  ,-16.1417,-48.5988,3.0,0.0,0,3,0,0,3,Leve,Curva,Simples,Rural,Normal,Noite,ALEXANIA,0.5089576474731212,-0.6248467487581987,0.11171063523213046,0.31477910432275763,0.17418512584800983,3
602168,2024-05-22,quarta-feira,09:00:00,GO,60,"73,3 ",ABADIANIA,Não,Sinalização mal posicionada,Engavetamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Declive;Ponte,Não  ,-16.2759,-48.7774,124.70000000000022,0.0,0,60,240,150,60,Leve,Inclinacao,Simples,Rural,Normal,Dia,ABADIANIA,0.370862795416916,0.09322664027451247,-0.012236955754587489,0.26697247034766003,0.15646383229611288,8
602067,2024-05-21,terça-feira,18:10:00,GO,40,"9,6  ",LUZIANIA,Não,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim  ,-16.131158,-47.957739,18.0,0.0,0,6,12,0,6,Leve,Reta,Simples,Urbana,Normal,Noite,LUZIANIA,-0.556583029932239,-0.19573909410250648,-0.32787476673231714,0.29487991319011914,-0.478629531525502,1
602097,2024-05-21,terça-feira,20:00:00,GO,40,17   ,LUZIANIA,Não,Reação tardia ou ineficiente do condutor,Capotamento,Com Vítimas Fatais,Plena Noite,Decrescente,Ignorado,Dupla,Reta;Declive,Não  ,-16.18487,-47.928641,8.0,8.0,0,0,0,0,32,Fatal,Inclinacao,Simples,Rural,Adverso,Noite,LUZIANIA,1.1361858953337785,-0.04497405732255352,-1.1610064583195847,-0.34299437714709075,0.06354724364229591,4
602220,2024-05-22,quarta-feira,12:40:00,GO,20,4    ,FORMOSA,Não,Condutor usando celular,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta;Declive,Sim  ,-15.561395,-47.313698,12.0,0.0,0,4,8,0,4,Leve,Inclinacao,Simples,Urbana,Normal,Dia,FORMOSA,-0.11571078773796133,0.33408522908865596,0.014986584920102804,0.32274814951904535,0.039440747644928845,8
602293,2024-05-22,quarta-feira,19:45:00,GO,20,8    ,FORMOSA,Não,Falta de elemento de contenção que evite a saída do leito carroçável,Capotamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta;Declive,Não  ,-15.551153,-47.283253,24.0,0.0,0,24,0,0,24,Leve,Inclinacao,Simples,Rural,Normal,Noite,FORMOSA,0.4327416944550002,-0.14979612171401213,-0.5704750118080061,0.29374071996429857,-0.22543268846866,4
602313,2024-05-22,quarta-feira,22:00:00,GO,30,5    ,FORMOSA,Não,Avarias e/ou desgaste excessivo no pneu,Saída de leito carroçável,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Simples,Curva;Aclive,Sim  ,-15.551025,-47.302346,6.0,6.0,0,0,0,0,24,Fatal,Curva,Simples,Urbana,Normal,Noite,FORMOSA,0.41701847283450666,-0.8027260099357514,-0.33613262842349617,-0.14442298233173786,0.27203632639272207,4
602802,2024-05-25,sábado,03:53:00,GO,20,62   ,FORMOSA,Sim,Falta de elemento de contenção que evite a saída do leito carroçável,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Vento,Simples,Curva;Declive,Não  ,-15.22989,-47.172417,12.0,0.0,6,0,0,6,12,Grave,Curva,Simples,Rural,Adverso,Noite,FORMOSA,0.4795403630534466,-0.43927119769594886,-0.10989949359708205,-0.2935112376361104,0.8585268241320095,3
603088,2024-05-26,domingo,12:10:00,GO,40,"7,4  ",VALPARAISO DE GOIAS,Não,Entrada inopinada do pedestre,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim  ,-16.108482,-47.972524,20.0,0.0,0,10,10,0,10,Leve,Reta,Simples,Urbana,Normal,Dia,VALPARAISO DE GOIAS,-0.6184619289703231,0.047283667886018135,0.2303632893211014,0.2681116635734806,-0.09673301076072918,5
603591,2024-05-28,terça-feira,14:35:00,DF,251,34   ,BRASILIA,Não,Ausência de reação do condutor,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta;Aclive,Não  ,-15.938301,-47.759799,6.0,0.0,0,3,0,3,3,Leve,Inclinacao,Simples,Rural,Normal,Dia,BRASILIA,0.370862795416916,0.09322664027451247,-0.012236955754587489,0.26697247034766003,0.15646383229611288,8
603729,2024-05-29,quarta-feira,10:15:00,DF,20,18   ,BRASILIA,Sim,Falta de elemento de contenção que evite a saída do leito carroçável,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Declive,Sim  ,-15.616901,-47.708927,4.0,0.0,0,2,2,0,2,Leve,Inclinacao,Simples,Urbana,Normal,Dia,BRASILIA,-0.11571078773796133,0.33408522908865596,0.014986584920102804,0.32274814951904535,0.039440747644928845,8
603946,2024-05-29,quarta-feira,19:10:00,GO,40,83   ,CRISTALINA,Não,Pista Escorregadia,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não  ,-16.692061,-47.697907,4.0,0.0,0,0,4,0,0,Sem_Lesoes,Reta,Simples,Rural,Normal,Noite,CRISTALINA,-0.13965544403190844,-0.054609447662939965,-0.133989435115884,-0.6240573306910951,-0.4239413086033955,8
604626,2024-06-02,domingo,05:30:00,DF,80,"2,5  ",BRASILIA,Sim,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Crescente,Ignorado,Simples,Curva,Não  ,-15.732491,-48.093361,6.0,0.0,0,3,3,0,3,Leve,Curva,Simples,Rural,Adverso,Transicao,BRASILIA,1.1309502452728528,-0.2740885202442137,1.0026009883903266,0.3019173424493161,-0.28385347304999536,6
604751,2024-06-02,domingo,18:03:00,GO,70,7    ,AGUAS LINDAS DE GOIAS,Não,Ausência de sinalização,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta;Retorno Regulamentado,Sim  ,-15.7437553,-48.2677971,12.0,0.0,0,6,6,0,6,Leve,Reta,Simples,Urbana,Normal,Transicao,AGUAS LINDAS DE GOIAS,-0.2434002244950228,-0.3685407799716764,0.6784802286071409,0.4037754826021861,-1.0107737773385668,9
605069,2024-04-03,quarta-feira,14:00:00,GO,60,"25,8 ",ALEXANIA,Sim,Acumulo de água sobre o pavimento,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Ignorado,Dupla,Declive;Reta,Não  ,-16.108251,-48.44892,2.0,0.0,0,2,0,0,2,Leve,Inclinacao,Simples,Rural,Adverso,Dia,ALEXANIA,0.6796725877794315,0.6167865546576673,-0.12770159793584923,0.14521513906215155,0.2305694792111725,2
605266,2024-06-05,quarta-feira,06:50:00,DF,80,"12,7 ",BRASILIA,Sim,Afundamento ou ondulação no pavimento,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Em Obras;Reta,Não  ,-15.728034,-48.193768,2.0,0.0,0,2,0,0,2,Leve,Reta,Simples,Rural,Normal,Dia,BRASILIA,-0.1318883458154459,-0.19357492092812537,0.20313974864641113,0.21233598440209525,0.02029007389045485,5
607115,2024-06-13,quinta-feira,07:20:00,GO,40,"2,2  ",VALPARAISO DE GOIAS,Não,Trafegar com motocicleta (ou similar) entre as faixas,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim  ,-16.0725271,-47.9847407,60.0,0.0,0,30,15,15,30,Leve,Reta,Simples,Urbana,Normal,Dia,VALPARAISO DE GOIAS,-0.6184619289703231,0.047283667886018135,0.2303632893211014,0.2681116635734806,-0.09673301076072918,5
607381,2024-06-14,sexta-feira,09:00:00,DF,70,"19,7 ",BRASILIA,Sim,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Aclive,Não  ,-15.788868,-48.220242,18.0,0.0,0,6,12,0,6,Leve,Inclinacao,Simples,Rural,Normal,Dia,BRASILIA,0.370862795416916,0.09322664027451247,-0.012236955754587489,0.26697247034766003,0.15646383229611288,8
607856,2024-06-16,domingo,07:50:00,DF,70,0    ,BRASILIA,Não,Sinalização mal posicionada,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Sim  ,-15.792352,-48.054509,4.0,0.0,0,2,2,0,2,Leve,Reta,Multipla,Urbana,Normal,Dia,BRASILIA,-0.6184619289703231,0.047283667886018135,0.2303632893211014,0.2681116635734806,-0.09673301076072918,5
607875,2024-06-16,domingo,10:25:00,GO,20,1    ,FORMOSA,Não,Demais falhas na via,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não  ,-15.579424,-47.334297,20.0,0.0,0,8,12,0,8,Leve,Reta,Simples,Rural,Normal,Dia,FORMOSA,-0.1318883458154459,-0.19357492092812537,0.20313974864641113,0.21233598440209525,0.02029007389045485,5
607932,2024-06-16,domingo,16:45:00,DF,20,42   ,BRASILIA,Não,Declive acentuado,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Declive,Não  ,-15.579221,-47.494339,15.0,0.0,0,3,9,3,3,Leve,Inclinacao,Simples,Rural,Normal,Dia,BRASILIA,0.370862795416916,0.09322664027451247,-0.012236955754587489,0.26697247034766003,0.15646383229611288,8
608092,2024-06-17,segunda-feira,05:50:00,GO,40,"154,1",CRISTALINA,Não,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Simples,Curva,Não  ,-17.021539,-47.178851,4.0,0.0,0,2,2,0,2,Leve,Curva,Simples,Rural,Normal,Transicao,CRISTALINA,0.8221404529103374,-0.7976484346273686,1.1180656305715884,0.4236746737348246,-0.35795911996505503,6
608108,2024-06-17,segunda-feira,10:00:00,GO,40,"11,8 ",LUZIANIA,Não,Acesso irregular,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,Sim  ,-16.138336,-47.951644,18.0,0.0,0,6,12,0,6,Leve,Reta,Simples,Urbana,Normal,Dia,LUZIANIA,-0.6184619289703231,0.047283667886018135,0.2303632893211014,0.2681116635734806,-0.09673301076072918,5
608336,2024-03-14,quinta-feira,00:15:00,GO,40,25   ,LUZIANIA,Não,Demais falhas na via,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Interseção de Vias,Não  ,-16.252751,-47.900453,4.0,0.0,0,4,0,0,4,Leve,Reta,Simples,Rural,Normal,Noite,LUZIANIA,-0.07000944677736169,-0.4365976829166499,-0.35509830740700743,0.23910423401873382,-0.361606446874318,1
608495,2024-06-19,quarta-feira,05:45:00,GO,40,"42,1 ",LUZIANIA,Não,Declive acentuado,Capotamento,Com Vítimas Fatais,Amanhecer,Crescente,Céu Claro,Simples,Curva;Declive,Não  ,-16.367802,-47.826972,12.0,4.0,0,0,0,8,16,Fatal,Curva,Simples,Rural,Normal,Transicao,LUZIANIA,1.2167748614266,-1.2163862846190647,0.6429988262412716,-0.09130309209105623,-0.14308483476915876,3
608795,2024-06-20,quinta-feira,14:00:00,GO,20,21   ,FORMOSA,Não,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva;Interseção de Vias,Não  ,-15.548405,-47.169384,10.0,0.0,0,10,0,0,10,Leve,Curva,Simples,Rural,Normal,Dia,FORMOSA,0.44707874843503703,-0.381823986769674,0.669948691285549,0.2880108547061191,0.5560816466127827,3
608882,2024-06-21,sexta-feira,01:00:00,GO,40,80   ,CRISTALINA,Não,Deficiência do Sistema de Iluminação/Sinalização,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não  ,-16.669464,-47.713391,4.0,0.0,0,4,0,0,4,Leve,Reta,Simples,Rural,Normal,Noite,CRISTALINA,-0.07000944677736169,-0.4365976829166499,-0.35509830740700743,0.23910423401873382,-0.361606446874318,1
609677,2024-06-24,segunda-feira,05:50:00,GO,251,"26,5 ",CRISTALINA,Não,Iluminação deficiente,Queda de ocupante de veículo,Com Vítimas Fatais,Amanhecer,Decrescente,Céu Claro,Simples,Reta,Sim  ,-16.1061034,-47.4947764,12.0,6.0,0,0,6,0,24,Fatal,Reta,Simples,Urbana,Normal,Transicao,CRISTALINA,0.15123418402124,-0.7872786299633727,0.20341342427682396,-0.11120228322369473,-0.7958994921426705,3
609827,2024-06-24,segunda-feira,19:45:00,GO,80,2    ,PADRE BERNARDO,Não,Falta de elemento de contenção que evite a saída do leito carroçável,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não  ,-15.502505,-48.21132,4.0,0.0,4,0,0,0,8,Grave,Reta,Simples,Rural,Normal,Noite,PADRE BERNARDO,-0.40823652355955176,-0.774582046237555,-0.46124379405495824,-0.2474287766546258,0.24862960449462207,1
610121,2024-06-26,quarta-feira,06:10:00,GO,80,132  ,VILA PROPICIO,Não,Deficiência do Sistema de Iluminação/Sinalização,Capotamento,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Simples,Retorno Regulamentado;Interseção de Vias,Não  ,-15.208875,-48.697312,16.0,0.0,0,12,4,0,12,Leve,Reta,Simples,Rural,Normal,Transicao,VILA PROPICIO,0.24317335865985445,-0.6093993687858199,0.6512566879324506,0.3479998034308007,-0.8937506926873828,3
611390,2024-07-01,segunda-feira,23:20:00,GO,20,"39,1 ",FORMOSA,Não,Reação tardia ou ineficiente do condutor,Capotamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta;Declive,Não  ,-15.419437,-47.098999,8.0,0.0,8,0,0,0,16,Grave,Inclinacao,Simples,Rural,Normal,Noite,FORMOSA,0.09451461767281016,-0.48778048503491717,-0.6766204984559568,-0.19279229070906104,0.38480336290028005,4
